uf,municipio,data_referencia,total_violencia_grave,maximo_12m_ate_data_consulta,maximo_real_proximos_6m,data_fim_horizonte,alerta_violencia_grave_proximos_6m,probabilidade_alerta,alerta_previsto
PR,ARIRANHA DO IVAI,2025-01-01,0,0.0,0.0,2025-07-01,0,0.3006017970827063,1
PR,ARIRANHA DO IVAI,2025-02-01,0,0.0,0.0,2025-08-01,0,0.2994897666664516,1
PR,ARIRANHA DO IVAI,2025-03-01,0,0.0,0.0,2025-09-01,0,0.2994897666664516,1
PR,ARIRANHA DO IVAI,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2994897666664516,1
PR,ARIRANHA DO IVAI,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3006017970827063,1
PR,ARIRANHA DO IVAI,2025-06-01,0,0.0,0.0,2025-12-01,0,0.29835087249630726,1
PR,ASSAI,2024-07-01,0,5.0,0.0,2025-01-01,0,0.01160664046064522,0
PR,ASSAI,2024-08-01,0,5.0,0.0,2025-02-01,0,0.012304088042160193,0
PR,ASSAI,2024-09-01,0,5.0,0.0,2025-03-01,0,0.015212760422549446,0
PR,ASSAI,2024-10-01,0,5.0,0.0,2025-04-01,0,0.009314636142699586,0
PR,ASSAI,2024-11-01,0,5.0,0.0,2025-05-01,0,0.009314636142699586,0
PR,ASSAI,2024-12-01,0,0.0,0.0,2025-06-01,0,0.39662499012672797,1
PR,ASSAI,2025-01-01,0,0.0,0.0,2025-07-01,0,0.3006017970827063,1
PR,ASSAI,2025-02-01,0,0.0,0.0,2025-08-01,0,0.2994897666664516,1
PR,ASSAI,2025-03-01,0,0.0,0.0,2025-09-01,0,0.2994897666664516,1
PR,ASSAI,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2994897666664516,1
PR,ASSAI,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3006017970827063,1
PR,ASSAI,2025-06-01,0,0.0,0.0,2025-12-01,0,0.29835087249630726,1
PR,ASSIS CHATEAUBRIAND,2024-07-01,1,2.0,1.0,2025-01-01,0,0.3583113168101869,1
PR,ASSIS CHATEAUBRIAND,2024-08-01,1,2.0,1.0,2025-02-01,0,0.44869803383355156,1
PR,ASSIS CHATEAUBRIAND,2024-09-01,0,2.0,1.0,2025-03-01,0,0.422879525441642,1
PR,ASSIS CHATEAUBRIAND,2024-10-01,0,2.0,1.0,2025-04-01,0,0.3488884823334423,1
PR,ASSIS CHATEAUBRIAND,2024-11-01,0,2.0,1.0,2025-05-01,0,0.3021272381034344,1
PR,ASSIS CHATEAUBRIAND,2024-12-01,0,2.0,1.0,2025-06-01,0,0.27505709597048933,1
PR,ASSIS CHATEAUBRIAND,2025-01-01,1,2.0,1.0,2025-07-01,0,0.23443646065751975,1
PR,ASSIS CHATEAUBRIAND,2025-02-01,0,2.0,1.0,2025-08-01,0,0.20583677881976534,1
PR,ASSIS CHATEAUBRIAND,2025-03-01,1,2.0,1.0,2025-09-01,0,0.19898342379652287,1
PR,ASSIS CHATEAUBRIAND,2025-04-01,0,2.0,1.0,2025-10-01,0,0.15615808098641337,1
PR,ASSIS CHATEAUBRIAND,2025-05-01,1,1.0,0.0,2025-11-01,0,0.4132982694904705,1
PR,ASSIS CHATEAUBRIAND,2025-06-01,0,1.0,0.0,2025-12-01,0,0.312341474052015,1
PR,ASTORGA,2024-07-01,0,1.0,0.0,2025-01-01,0,0.2519469952619858,1
PR,ASTORGA,2024-08-01,0,1.0,0.0,2025-02-01,0,0.25429930926580485,1
PR,ASTORGA,2024-09-01,0,1.0,0.0,2025-03-01,0,0.22124992000330168,1
PR,ASTORGA,2024-10-01,0,1.0,0.0,2025-04-01,0,0.23796804808744182,1
PR,ASTORGA,2024-11-01,0,1.0,0.0,2025-05-01,0,0.17446575202565628,1
PR,ASTORGA,2024-12-01,0,1.0,1.0,2025-06-01,0,0.16904683431151185,1
PR,ASTORGA,2025-01-01,0,0.0,1.0,2025-07-01,1,0.3704354429189125,1
PR,ASTORGA,2025-02-01,0,0.0,1.0,2025-08-01,1,0.2994897666664516,1
PR,ASTORGA,2025-03-01,0,0.0,1.0,2025-09-01,1,0.2994897666664516,1
PR,ASTORGA,2025-04-01,0,0.0,1.0,2025-10-01,1,0.2994897666664516,1
PR,ASTORGA,2025-05-01,0,0.0,1.0,2025-11-01,1,0.3006017970827063,1
PR,ASTORGA,2025-06-01,1,1.0,1.0,2025-12-01,0,0.128283500685778,1
PR,ATALAIA,2024-07-01,0,0.0,1.0,2025-01-01,1,0.3141217577102854,1
PR,ATALAIA,2024-08-01,0,0.0,1.0,2025-02-01,1,0.31858796407729456,1
PR,ATALAIA,2024-09-01,0,0.0,1.0,2025-03-01,1,0.31858796407729456,1
PR,ATALAIA,2024-10-01,0,0.0,1.0,2025-04-01,1,0.31858796407729456,1
PR,ATALAIA,2024-11-01,0,0.0,1.0,2025-05-01,1,0.31858796407729456,1
PR,ATALAIA,2024-12-01,0,0.0,1.0,2025-06-01,1,0.31204106306899015,1
PR,ATALAIA,2025-01-01,1,1.0,1.0,2025-07-01,0,0.12887206259056005,1
PR,ATALAIA,2025-02-01,0,1.0,1.0,2025-08-01,0,0.11284170890971021,1
PR,ATALAIA,2025-03-01,1,1.0,0.0,2025-09-01,0,0.17874915284919735,1
PR,ATALAIA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.16877728410597617,1
PR,ATALAIA,2025-05-01,0,1.0,0.0,2025-11-01,0,0.15197261042414462,1
PR,ATALAIA,2025-06-01,0,1.0,0.0,2025-12-01,0,0.15468279187668765,1
PR,BALSA NOVA,2024-07-01,0,1.0,0.0,2025-01-01,0,0.16669549380580875,1
PR,BALSA NOVA,2024-08-01,0,1.0,0.0,2025-02-01,0,0.11190495684360761,1
PR,BALSA NOVA,2024-09-01,0,1.0,0.0,2025-03-01,0,0.10600111731042404,0
PR,BALSA NOVA,2024-10-01,0,1.0,0.0,2025-04-01,0,0.10600111731042404,0
PR,BALSA NOVA,2024-11-01,0,1.0,0.0,2025-05-01,0,0.10678147958986305,0
PR,BALSA NOVA,2024-12-01,0,1.0,0.0,2025-06-01,0,0.102444825243569,0
PR,BALSA NOVA,2025-01-01,0,1.0,0.0,2025-07-01,0,0.09895114781942095,0
PR,BALSA NOVA,2025-02-01,0,1.0,0.0,2025-08-01,0,0.09848005467361826,0
PR,BALSA NOVA,2025-03-01,0,1.0,0.0,2025-09-01,0,0.09848005467361826,0
PR,BALSA NOVA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.09848005467361826,0
PR,BALSA NOVA,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3704354429189125,1
PR,BALSA NOVA,2025-06-01,0,0.0,1.0,2025-12-01,1,0.29835087249630726,1
PR,BANDEIRANTES,2024-07-01,0,5.0,2.0,2025-01-01,0,0.022281990872775145,0
PR,BANDEIRANTES,2024-08-01,1,5.0,2.0,2025-02-01,0,0.017618659798544586,0
PR,BANDEIRANTES,2024-09-01,1,5.0,2.0,2025-03-01,0,0.04602453413439366,0
PR,BANDEIRANTES,2024-10-01,0,5.0,2.0,2025-04-01,0,0.03098796208861962,0
PR,BANDEIRANTES,2024-11-01,0,5.0,2.0,2025-05-01,0,0.019446005899466816,0
PR,BANDEIRANTES,2024-12-01,2,5.0,1.0,2025-06-01,0,0.06479587093427538,0
PR,BANDEIRANTES,2025-01-01,0,5.0,1.0,2025-07-01,0,0.034837892676134935,0
PR,BANDEIRANTES,2025-02-01,0,5.0,1.0,2025-08-01,0,0.02844896555394704,0
PR,BANDEIRANTES,2025-03-01,0,2.0,1.0,2025-09-01,0,0.15080963573400755,1
PR,BANDEIRANTES,2025-04-01,0,2.0,1.0,2025-10-01,0,0.09800906098143457,0
PR,BANDEIRANTES,2025-05-01,1,2.0,0.0,2025-11-01,0,0.19386600417048006,1
PR,BANDEIRANTES,2025-06-01,0,2.0,1.0,2025-12-01,0,0.11507982335692428,1
PR,BARBOSA FERRAZ,2024-07-01,0,0.0,0.0,2025-01-01,0,0.3141217577102854,1
PR,BARBOSA FERRAZ,2024-08-01,0,0.0,0.0,2025-02-01,0,0.31858796407729456,1
PR,BARBOSA FERRAZ,2024-09-01,0,0.0,0.0,2025-03-01,0,0.31858796407729456,1
PR,BARBOSA FERRAZ,2024-10-01,0,0.0,0.0,2025-04-01,0,0.31858796407729456,1
PR,BARBOSA FERRAZ,2024-11-01,0,0.0,0.0,2025-05-01,0,0.31858796407729456,1
PR,BARBOSA FERRAZ,2024-12-01,0,0.0,0.0,2025-06-01,0,0.31204106306899015,1
PR,BARBOSA FERRAZ,2025-01-01,0,0.0,1.0,2025-07-01,1,0.3006017970827063,1
PR,BARBOSA FERRAZ,2025-02-01,0,0.0,1.0,2025-08-01,1,0.2994897666664516,1
PR,BARBOSA FERRAZ,2025-03-01,0,0.0,1.0,2025-09-01,1,0.2994897666664516,1
PR,BARBOSA FERRAZ,2025-04-01,0,0.0,1.0,2025-10-01,1,0.2994897666664516,1
PR,BARBOSA FERRAZ,2025-05-01,0,0.0,1.0,2025-11-01,1,0.3006017970827063,1
PR,BARBOSA FERRAZ,2025-06-01,0,0.0,1.0,2025-12-01,1,0.29835087249630726,1
PR,BARRA DO JACARE,2024-07-01,0,1.0,0.0,2025-01-01,0,0.10406000007847409,0
PR,BARRA DO JACARE,2024-08-01,0,0.0,0.0,2025-02-01,0,0.38370475818710525,1
PR,BARRA DO JACARE,2024-09-01,0,0.0,0.0,2025-03-01,0,0.31858796407729456,1
PR,BARRA DO JACARE,2024-10-01,0,0.0,0.0,2025-04-01,0,0.31858796407729456,1
PR,BARRA DO JACARE,2024-11-01,0,0.0,0.0,2025-05-01,0,0.31858796407729456,1
PR,BARRA DO JACARE,2024-12-01,0,0.0,0.0,2025-06-01,0,0.31204106306899015,1
PR,BARRA DO JACARE,2025-01-01,0,0.0,0.0,2025-07-01,0,0.3006017970827063,1
PR,BARRA DO JACARE,2025-02-01,0,0.0,0.0,2025-08-01,0,0.2994897666664516,1
PR,BARRA DO JACARE,2025-03-01,0,0.0,0.0,2025-09-01,0,0.2994897666664516,1
PR,BARRA DO JACARE,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2994897666664516,1
PR,BARRA DO JACARE,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3006017970827063,1
PR,BARRA DO JACARE,2025-06-01,0,0.0,0.0,2025-12-01,0,0.29835087249630726,1
PR,BARRACAO,2024-07-01,0,4.0,0.0,2025-01-01,0,0.012929158323784658,0
PR,BARRACAO,2024-08-01,0,4.0,0.0,2025-02-01,0,0.012972301012756229,0
PR,BARRACAO,2024-09-01,0,4.0,1.0,2025-03-01,0,0.009731931663058444,0
PR,BARRACAO,2024-10-01,0,4.0,1.0,2025-04-01,0,0.009731931663058444,0
PR,BARRACAO,2024-11-01,0,4.0,1.0,2025-05-01,0,0.009731931663058444,0
PR,BARRACAO,2024-12-01,0,4.0,1.0,2025-06-01,0,0.009525463376753933,0
PR,BARRACAO,2025-01-01,0,4.0,1.0,2025-07-01,0,0.017985791521212692,0
PR,BARRACAO,2025-02-01,0,0.0,1.0,2025-08-01,1,0.36646892941647047,1
PR,BARRACAO,2025-03-01,1,1.0,0.0,2025-09-01,0,0.11704602790615837,1
PR,BARRACAO,2025-04-01,0,1.0,0.0,2025-10-01,0,0.09362474328050552,0
PR,BARRACAO,2025-05-01,0,1.0,0.0,2025-11-01,0,0.08636707654223395,0
PR,BARRACAO,2025-06-01,0,1.0,0.0,2025-12-01,0,0.08671452403614789,0
PR,BELA VISTA DA CAROBA,2024-07-01,0,0.0,2.0,2025-01-01,1,0.3141217577102854,1
PR,BELA VISTA DA CAROBA,2024-08-01,1,1.0,2.0,2025-02-01,1,0.14212101035227306,1
PR,BELA VISTA DA CAROBA,2024-09-01,2,2.0,0.0,2025-03-01,0,0.10705485120108452,0
PR,BELA VISTA DA CAROBA,2024-10-01,0,2.0,0.0,2025-04-01,0,0.0684433499288881,0
PR,BELA VISTA DA CAROBA,2024-11-01,0,2.0,0.0,2025-05-01,0,0.05838894722806129,0
PR,BELA VISTA DA CAROBA,2024-12-01,0,2.0,0.0,2025-06-01,0,0.05256883705871842,0
PR,BELA VISTA DA CAROBA,2025-01-01,0,2.0,0.0,2025-07-01,0,0.05272679756094771,0
PR,BELA VISTA DA CAROBA,2025-02-01,0,2.0,0.0,2025-08-01,0,0.05179099866376136,0
PR,BELA VISTA DA CAROBA,2025-03-01,0,2.0,0.0,2025-09-01,0,0.05013106781349633,0
PR,BELA VISTA DA CAROBA,2025-04-01,0,2.0,0.0,2025-10-01,0,0.05013106781349633,0
PR,BELA VISTA DA CAROBA,2025-05-01,0,2.0,0.0,2025-11-01,0,0.05038380272407399,0
PR,BELA VISTA DA CAROBA,2025-06-01,0,2.0,0.0,2025-12-01,0,0.04936827313552823,0
PR,BELA VISTA DO PARAISO,2024-07-01,2,3.0,2.0,2025-01-01,0,0.11538568369661496,1
PR,BELA VISTA DO PARAISO,2024-08-01,2,2.0,1.0,2025-02-01,0,0.43971769818758577,1
PR,BELA VISTA DO PARAISO,2024-09-01,0,2.0,1.0,2025-03-01,0,0.38302840756629475,1
PR,BELA VISTA DO PARAISO,2024-10-01,0,2.0,1.0,2025-04-01,0,0.32687631778751886,1
PR,BELA VISTA DO PARAISO,2024-11-01,1,2.0,1.0,2025-05-01,0,0.3573423932564928,1
PR,BELA VISTA DO PARAISO,2024-12-01,0,2.0,1.0,2025-06-01,0,0.32664572630475375,1
PR,BELA VISTA DO PARAISO,2025-01-01,0,2.0,1.0,2025-07-01,0,0.25678606657706793,1
PR,BELA VISTA DO PARAISO,2025-02-01,0,2.0,1.0,2025-08-01,0,0.22166124342555704,1
PR,BELA VISTA DO PARAISO,2025-03-01,1,2.0,1.0,2025-09-01,0,0.252385603915679,1
PR,BELA VISTA DO PARAISO,2025-04-01,0,2.0,1.0,2025-10-01,0,0.2544507855844945,1
PR,BELA VISTA DO PARAISO,2025-05-01,0,2.0,1.0,2025-11-01,0,0.2021954536466909,1
PR,BELA VISTA DO PARAISO,2025-06-01,0,2.0,1.0,2025-12-01,0,0.14833731187332957,1
PR,BITURUNA,2024-07-01,0,1.0,1.0,2025-01-01,0,0.20575420489935797,1
PR,BITURUNA,2024-08-01,0,1.0,1.0,2025-02-01,0,0.209149473168968,1
PR,BITURUNA,2024-09-01,1,1.0,0.0,2025-03-01,0,0.24085649038696805,1
PR,BITURUNA,2024-10-01,0,1.0,0.0,2025-04-01,0,0.2604705726839405,1
PR,BITURUNA,2024-11-01,0,1.0,2.0,2025-05-01,1,0.25791304731737713,1
PR,BITURUNA,2024-12-01,0,1.0,2.0,2025-06-01,1,0.24560749919985186,1
PR,BITURUNA,2025-01-01,0,1.0,2.0,2025-07-01,1,0.24139759180749476,1
PR,BITURUNA,2025-02-01,0,1.0,2.0,2025-08-01,1,0.24042928774573144,1
PR,BITURUNA,2025-03-01,0,1.0,2.0,2025-09-01,1,0.2525834405744006,1
PR,BITURUNA,2025-04-01,0,1.0,2.0,2025-10-01,1,0.19262343416840275,1
PR,BITURUNA,2025-05-01,2,2.0,1.0,2025-11-01,0,0.0956745098461171,0
PR,BITURUNA,2025-06-01,0,2.0,1.0,2025-12-01,0,0.06734908835919855,0
PR,BOA ESPERANCA,2024-07-01,1,1.0,0.0,2025-01-01,0,0.18466411264152102,1
PR,BOA ESPERANCA,2024-08-01,0,1.0,0.0,2025-02-01,0,0.17198173609873618,1
PR,BOA ESPERANCA,2024-09-01,0,1.0,0.0,2025-03-01,0,0.16856352826459173,1
PR,BOA ESPERANCA,2024-10-01,0,1.0,0.0,2025-04-01,0,0.16777057926632366,1
PR,BOA ESPERANCA,2024-11-01,0,1.0,0.0,2025-05-01,0,0.10600111731042404,0
PR,BOA ESPERANCA,2024-12-01,0,1.0,0.0,2025-06-01,0,0.102444825243569,0
PR,BOA ESPERANCA,2025-01-01,0,1.0,0.0,2025-07-01,0,0.09895114781942095,0
PR,BOA ESPERANCA,2025-02-01,0,1.0,0.0,2025-08-01,0,0.09848005467361826,0
PR,BOA ESPERANCA,2025-03-01,0,1.0,0.0,2025-09-01,0,0.09848005467361826,0
PR,BOA ESPERANCA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.09848005467361826,0
PR,BOA ESPERANCA,2025-05-01,0,1.0,0.0,2025-11-01,0,0.09895114781942095,0
PR,BOA ESPERANCA,2025-06-01,0,1.0,0.0,2025-12-01,0,0.09911187353731551,0
PR,BOA ESPERANCA DO IGUACU,2024-07-01,0,1.0,1.0,2025-01-01,0,0.0977783672007807,0
PR,BOA ESPERANCA DO IGUACU,2024-08-01,0,1.0,1.0,2025-02-01,0,0.09961533624085707,0
PR,BOA ESPERANCA DO IGUACU,2024-09-01,0,1.0,1.0,2025-03-01,0,0.10035396460652406,0
PR,BOA ESPERANCA DO IGUACU,2024-10-01,1,1.0,0.0,2025-04-01,0,0.1679760991064112,1
PR,BOA ESPERANCA DO IGUACU,2024-11-01,0,1.0,0.0,2025-05-01,0,0.1635635656268534,1
PR,BOA ESPERANCA DO IGUACU,2024-12-01,0,1.0,0.0,2025-06-01,0,0.1572793946983516,1
PR,BOA ESPERANCA DO IGUACU,2025-01-01,0,1.0,0.0,2025-07-01,0,0.15071919801345035,1
PR,BOA ESPERANCA DO IGUACU,2025-02-01,0,1.0,0.0,2025-08-01,0,0.14722803036125603,1
PR,BOA ESPERANCA DO IGUACU,2025-03-01,0,1.0,0.0,2025-09-01,0,0.14565829533873845,1
PR,BOA ESPERANCA DO IGUACU,2025-04-01,0,1.0,0.0,2025-10-01,0,0.09848005467361826,0
PR,BOA ESPERANCA DO IGUACU,2025-05-01,0,1.0,0.0,2025-11-01,0,0.09895114781942095,0
PR,BOA ESPERANCA DO IGUACU,2025-06-01,0,1.0,0.0,2025-12-01,0,0.09911187353731551,0
PR,BOA VENTURA DE SAO ROQUE,2024-07-01,0,0.0,1.0,2025-01-01,1,0.3141217577102854,1
PR,BOA VENTURA DE SAO ROQUE,2024-08-01,0,0.0,1.0,2025-02-01,1,0.31858796407729456,1
PR,BOA VENTURA DE SAO ROQUE,2024-09-01,0,0.0,1.0,2025-03-01,1,0.31858796407729456,1
PR,BOA VENTURA DE SAO ROQUE,2024-10-01,1,1.0,0.0,2025-04-01,0,0.14212101035227306,1
PR,BOA VENTURA DE SAO ROQUE,2024-11-01,0,1.0,0.0,2025-05-01,0,0.12618568669613717,1
PR,BOA VENTURA DE SAO ROQUE,2024-12-01,0,1.0,0.0,2025-06-01,0,0.10618355672374971,0
PR,BOA VENTURA DE SAO ROQUE,2025-01-01,0,1.0,0.0,2025-07-01,0,0.1019125007291846,0
PR,BOA VENTURA DE SAO ROQUE,2025-02-01,0,1.0,0.0,2025-08-01,0,0.09848005467361826,0
PR,BOA VENTURA DE SAO ROQUE,2025-03-01,0,1.0,0.0,2025-09-01,0,0.09848005467361826,0
PR,BOA VENTURA DE SAO ROQUE,2025-04-01,0,1.0,0.0,2025-10-01,0,0.09848005467361826,0
PR,BOA VENTURA DE SAO ROQUE,2025-05-01,0,1.0,0.0,2025-11-01,0,0.09895114781942095,0
PR,BOA VENTURA DE SAO ROQUE,2025-06-01,0,1.0,0.0,2025-12-01,0,0.09911187353731551,0
PR,BOA VISTA DA APARECIDA,2024-07-01,0,1.0,1.0,2025-01-01,0,0.32575245831381244,1
PR,BOA VISTA DA APARECIDA,2024-08-01,1,1.0,1.0,2025-02-01,0,0.23933128258239109,1
PR,BOA VISTA DA APARECIDA,2024-09-01,0,1.0,1.0,2025-03-01,0,0.22250875109271406,1
PR,BOA VISTA DA APARECIDA,2024-10-01,0,1.0,1.0,2025-04-01,0,0.21106011362762703,1
PR,BOA VISTA DA APARECIDA,2024-11-01,0,1.0,1.0,2025-05-01,0,0.22383423301213723,1
PR,BOA VISTA DA APARECIDA,2024-12-01,1,1.0,0.0,2025-06-01,0,0.29892618556430284,1
PR,BOA VISTA DA APARECIDA,2025-01-01,0,1.0,0.0,2025-07-01,0,0.25291251488574656,1
PR,BOA VISTA DA APARECIDA,2025-02-01,0,1.0,0.0,2025-08-01,0,0.24857711389359435,1
PR,BOA VISTA DA APARECIDA,2025-03-01,0,1.0,0.0,2025-09-01,0,0.26777630142859904,1
PR,BOA VISTA DA APARECIDA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.2035484907170862,1
PR,BOA VISTA DA APARECIDA,2025-05-01,0,1.0,0.0,2025-11-01,0,0.20440823309333755,1
PR,BOA VISTA DA APARECIDA,2025-06-01,0,1.0,1.0,2025-12-01,0,0.20604085051093254,1
PR,BOCAIUVA DO SUL,2024-07-01,0,1.0,1.0,2025-01-01,0,0.2938902795191289,1
PR,BOCAIUVA DO SUL,2024-08-01,0,1.0,1.0,2025-02-01,0,0.3059409995857161,1
PR,BOCAIUVA DO SUL,2024-09-01,1,1.0,1.0,2025-03-01,0,0.37580241997330804,1
PR,BOCAIUVA DO SUL,2024-10-01,0,1.0,1.0,2025-04-01,0,0.35027297119229917,1
PR,BOCAIUVA DO SUL,2024-11-01,0,1.0,1.0,2025-05-01,0,0.30392542582302334,1
PR,BOCAIUVA DO SUL,2024-12-01,0,1.0,1.0,2025-06-01,0,0.3246998907116169,1
PR,BOCAIUVA DO SUL,2025-01-01,1,1.0,0.0,2025-07-01,0,0.2828971557527759,1
PR,BOCAIUVA DO SUL,2025-02-01,0,1.0,1.0,2025-08-01,0,0.2519133599720184,1
PR,BOCAIUVA DO SUL,2025-03-01,0,1.0,1.0,2025-09-01,0,0.27545738804899744,1
PR,BOCAIUVA DO SUL,2025-04-01,0,1.0,1.0,2025-10-01,0,0.2959151148667336,1
PR,BOCAIUVA DO SUL,2025-05-01,0,1.0,1.0,2025-11-01,0,0.22796122681214548,1
PR,BOCAIUVA DO SUL,2025-06-01,0,1.0,1.0,2025-12-01,0,0.22827841376058444,1
PR,BOM JESUS DO SUL,2024-07-01,0,0.0,0.0,2025-01-01,0,0.3141217577102854,1
PR,BOM JESUS DO SUL,2024-08-01,0,0.0,0.0,2025-02-01,0,0.31858796407729456,1
PR,BOM JESUS DO SUL,2024-09-01,0,0.0,0.0,2025-03-01,0,0.31858796407729456,1
PR,BOM JESUS DO SUL,2024-10-01,0,0.0,0.0,2025-04-01,0,0.31858796407729456,1
PR,BOM JESUS DO SUL,2024-11-01,0,0.0,0.0,2025-05-01,0,0.31858796407729456,1
PR,BOM JESUS DO SUL,2024-12-01,0,0.0,0.0,2025-06-01,0,0.31204106306899015,1
PR,BOM JESUS DO SUL,2025-01-01,0,0.0,0.0,2025-07-01,0,0.3006017970827063,1
PR,BOM JESUS DO SUL,2025-02-01,0,0.0,0.0,2025-08-01,0,0.2994897666664516,1
PR,BOM JESUS DO SUL,2025-03-01,0,0.0,0.0,2025-09-01,0,0.2994897666664516,1
PR,BOM JESUS DO SUL,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2994897666664516,1
PR,BOM JESUS DO SUL,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3006017970827063,1
PR,BOM JESUS DO SUL,2025-06-01,0,0.0,0.0,2025-12-01,0,0.29835087249630726,1
PR,BOM SUCESSO,2024-07-01,1,4.0,0.0,2025-01-01,0,0.017256022628906097,0
PR,BOM SUCESSO,2024-08-01,0,4.0,0.0,2025-02-01,0,0.027528278681096464,0
PR,BOM SUCESSO,2024-09-01,0,4.0,1.0,2025-03-01,0,0.015237038295412878,0
PR,BOM SUCESSO,2024-10-01,0,4.0,1.0,2025-04-01,0,0.015730916648394197,0
PR,BOM SUCESSO,2024-11-01,0,4.0,1.0,2025-05-01,0,0.013619110735305974,0
PR,BOM SUCESSO,2024-12-01,0,4.0,1.0,2025-06-01,0,0.013779672988488286,0
PR,BOM SUCESSO,2025-01-01,0,4.0,1.0,2025-07-01,0,0.01668684322168338,0
PR,BOM SUCESSO,2025-02-01,0,1.0,1.0,2025-08-01,0,0.2345723189575938,1
PR,BOM SUCESSO,2025-03-01,1,1.0,0.0,2025-09-01,0,0.25288664723794424,1
PR,BOM SUCESSO,2025-04-01,0,1.0,0.0,2025-10-01,0,0.22906703035550016,1
PR,BOM SUCESSO,2025-05-01,0,1.0,0.0,2025-11-01,0,0.21809524029256394,1
PR,BOM SUCESSO,2025-06-01,0,1.0,0.0,2025-12-01,0,0.2161964252376078,1
PR,BOM SUCESSO DO SUL,2024-07-01,0,1.0,2.0,2025-01-01,1,0.08619326096324206,0
PR,BOM SUCESSO DO SUL,2024-08-01,0,1.0,2.0,2025-02-01,1,0.08783376864878348,0
PR,BOM SUCESSO DO SUL,2024-09-01,2,2.0,0.0,2025-03-01,0,0.0793100058699452,0
PR,BOM SUCESSO DO SUL,2024-10-01,0,2.0,0.0,2025-04-01,0,0.05724654517718736,0
PR,BOM SUCESSO DO SUL,2024-11-01,0,2.0,0.0,2025-05-01,0,0.07293253218091414,0
PR,BOM SUCESSO DO SUL,2024-12-01,0,2.0,0.0,2025-06-01,0,0.0382707640342893,0
PR,BOM SUCESSO DO SUL,2025-01-01,0,2.0,0.0,2025-07-01,0,0.03752519632966607,0
PR,BOM SUCESSO DO SUL,2025-02-01,0,2.0,0.0,2025-08-01,0,0.03733442679356358,0
PR,BOM SUCESSO DO SUL,2025-03-01,0,2.0,0.0,2025-09-01,0,0.03677861739835705,0
PR,BOM SUCESSO DO SUL,2025-04-01,0,2.0,0.0,2025-10-01,0,0.03677861739835705,0
PR,BOM SUCESSO DO SUL,2025-05-01,0,2.0,0.0,2025-11-01,0,0.03696665594682139,0
PR,BOM SUCESSO DO SUL,2025-06-01,0,2.0,0.0,2025-12-01,0,0.036211248341333435,0
PR,BORRAZOPOLIS,2024-07-01,0,0.0,0.0,2025-01-01,0,0.3141217577102854,1
PR,BORRAZOPOLIS,2024-08-01,0,0.0,0.0,2025-02-01,0,0.31858796407729456,1
PR,BORRAZOPOLIS,2024-09-01,0,0.0,0.0,2025-03-01,0,0.31858796407729456,1
PR,BORRAZOPOLIS,2024-10-01,0,0.0,0.0,2025-04-01,0,0.31858796407729456,1
PR,BORRAZOPOLIS,2024-11-01,0,0.0,0.0,2025-05-01,0,0.31858796407729456,1
PR,BORRAZOPOLIS,2024-12-01,0,0.0,0.0,2025-06-01,0,0.31204106306899015,1
PR,BORRAZOPOLIS,2025-01-01,0,0.0,0.0,2025-07-01,0,0.3006017970827063,1
PR,BORRAZOPOLIS,2025-02-01,0,0.0,0.0,2025-08-01,0,0.2994897666664516,1
PR,BORRAZOPOLIS,2025-03-01,0,0.0,0.0,2025-09-01,0,0.2994897666664516,1
PR,BORRAZOPOLIS,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2994897666664516,1
PR,BORRAZOPOLIS,2025-05-01,0,0.0,0.0,2025-11-01,0,0.3006017970827063,1
PR,BORRAZOPOLIS,2025-06-01,0,0.0,0.0,2025-12-01,0,0.29835087249630726,1
PR,BRAGANEY,2024-07-01,0,1.0,0.0,2025-01-01,0,0.237282922393045,1
PR,BRAGANEY,2024-08-01,0,1.0,0.0,2025-02-01,0,0.17446575202565628,1
PR,BRAGANEY,2024-09-01,0,1.0,0.0,2025-03-01,0,0.17446575202565628,1
PR,BRAGANEY,2024-10-01,0,1.0,0.0,2025-04-01,0,0.17446575202565628,1
PR,BRAGANEY,2024-11-01,0,1.0,0.0,2025-05-01,0,0.17446575202565628,1
PR,BRAGANEY,2024-12-01,0,1.0,0.0,2025-06-01,0,0.16904683431151185,1
PR,BRAGANEY,2025-01-01,0,1.0,0.0,2025-07-01,0,0.15405223728054884,1
PR,BRAGANEY,2025-02-01,0,1.0,0.0,2025-08-01,0,0.15336346505636825,1
PR,BRAGANEY,2025-03-01,0,0.0,0.0,2025-09-01,0,0.3692014466938438,1
PR,BRAGANEY,2025-04-01,0,0.0,0.0,2025-10-01,0,0.2994897666664516,1
